ID_Compra;ID_Cliente;Idade;Sexo;Estado_Civil;Cidade;Regiao;Renda_Mensal;Tempo_Cliente_Anos;Canal;Produto;Categoria;Quantidade;Valor_Unitario;Desconto_%;Valor_Total;Forma_Pagamento;Cupom;Programa_Fidelidade;Avaliacao;Cancelou;Fraude;Mes;Data_Compra
2511;C0219;47;F;Solteiro;Manaus;Norte;13182;3;App;Notebook;Informática;3;4500;0;13500;Boleto;Não;Sim;4;Não;Não;January;16/01/2025
2512;C0594;18;F;Divorciado;São Paulo;Sudeste;10411;2;Site;Monitor;Informática;3;1100;0;3300;Boleto;Não;Não;3;Não;Não;November;06/11/2025
2513;C0553;19;M;Casado;Manaus;Norte;13755;3;Site;Mouse;Informática;1;120;10;108;Pix;Sim;Sim;2;Sim;Não;November;05/11/2025
2514;C0615;44;F;Casado;Belém;Norte;8605;4;Site;Mouse;Informática;2;120;0;240;Cartão;Não;Não;5;Não;Não;February;06/02/2025
2515;C0285;46;M;Solteiro;São Paulo;Sudeste;9779;13;App;Smartphone;Telefonia;2;2800;10;5040;Boleto;Sim;Não;2;Sim;Não;July;13/07/2025
2516;C0446;65;F;Casado;Curitiba;Sul;13018;13;App;Cadeira Gamer;Móveis;1;1800;0;1800;Cartão;Não;Sim;4;Não;Não;April;02/04/2025
2517;C0775;52;M;Solteiro;Manaus;Norte;4195;4;Loja;Notebook;Informática;2;4500;10;8100;Pix;Sim;Não;4;Não;Não;July;08/07/2025
2518;C0656;65;F;Divorciado;Brasília;Centro-Oeste;13653;13;Site;Roteador;Redes;4;480;0;1920;Boleto;Não;Sim;4;Não;Não;July;18/07/2025
2519;C0786;49;F;Casado;Fortaleza;Nordeste;12826;9;Loja;Cadeira Gamer;Móveis;3;1800;20;4320;Pix;Sim;Não;4;Não;Não;April;21/04/2025
2520;C0009;41;M;Divorciado;Fortaleza;Nordeste;11036;9;Site;Monitor;Informática;4;1100;0;4400;Pix;Não;Sim;5;Não;Não;May;09/05/2025
2521;C0390;66;M;Divorciado;São Paulo;Sudeste;11790;2;Loja;Smartwatch;Wearables;4;1600;15;5440;Boleto;Sim;Não;3;Não;Não;January;30/01/2025
2522;C0639;30;M;Divorciado;Fortaleza;Nordeste;13100;5;App;Smartwatch;Wearables;1;1600;15;1360;Cartão;Sim;Sim;4;Não;Não;February;27/02/2025
2523;C0277;59;M;Casado;Manaus;Norte;20180;1;Site;Mouse;Informática;4;120;10;432;Boleto;Sim;Não;5;Não;Não;September;01/09/2025
2524;C0504;57;M;Divorciado;Curitiba;Sul;2227;14;Site;Cadeira Gamer;Móveis;3;1800;5;5130;Cartão;Sim;Sim;3;Não;Não;April;29/04/2025
2525;C0281;23;M;Casado;Fortaleza;Nordeste;3584;10;App;Impressora;Informática;3;950;20;2280;Pix;Sim;Sim;5;Não;Não;March;09/03/2025
2526;C0529;42;F;Divorciado;Fortaleza;Nordeste;3270;11;App;Roteador;Redes;4;480;0;1920;Boleto;Não;Sim;3;Não;Não;January;11/01/2025
2527;C0639;33;M;Solteiro;Fortaleza;Nordeste;2190;13;Site;SSD 1TB;Armazenamento;3;650;5;1852,5;Cartão;Sim;Não;4;Sim;Não;July;05/07/2025
2528;C0116;38;M;Solteiro;Brasília;Centro-Oeste;9585;1;Site;Notebook;Informática;4;4500;10;16200;Cartão;Sim;Não;5;Não;Não;September;19/09/2025
2529;C0172;45;M;Divorciado;Belém;Norte;21760;11;Loja;SSD 1TB;Armazenamento;3;650;10;1755;Cartão;Sim;Sim;5;Não;Não;August;13/08/2025
2530;C0199;48;M;Casado;São Paulo;Sudeste;9871;5;Loja;Smartphone;Telefonia;1;2800;10;2520;Cartão;Sim;Sim;5;Não;Não;July;05/07/2025
2531;C0463;23;F;Divorciado;Brasília;Centro-Oeste;10425;7;Site;Smartphone;Telefonia;3;2800;5;7980;Cartão;Sim;Sim;5;Não;Não;May;27/05/2025
2532;C0234;53;F;Solteiro;Fortaleza;Nordeste;19909;2;App;Mouse;Informática;4;120;10;432;Cartão;Sim;Não;4;Não;Não;July;16/07/2025
2533;C0617;18;F;Solteiro;Fortaleza;Nordeste;9083;4;App;Notebook;Informática;4;4500;0;18000;Pix;Não;Sim;3;Não;Sim;April;22/04/2025
2534;C0410;47;F;Casado;Curitiba;Sul;3435;14;Loja;Roteador;Redes;2;480;0;960;Pix;Não;Sim;4;Não;Não;July;17/07/2025
2535;C0157;69;M;Casado;Curitiba;Sul;18965;3;App;Mouse;Informática;4;120;0;480;Pix;Não;Não;2;Sim;Não;September;26/09/2025
2536;C0593;34;F;Solteiro;Manaus;Norte;12472;1;Loja;Notebook;Informática;2;4500;10;8100;Pix;Sim;Não;4;Não;Não;September;03/09/2025
2537;C0562;55;F;Casado;Fortaleza;Nordeste;5628;9;Site;SSD 1TB;Armazenamento;2;650;15;1105;Cartão;Sim;Sim;3;Não;Não;April;24/04/2025
2538;C0396;30;F;Divorciado;Belém;Norte;3283;3;Site;Smartwatch;Wearables;3;1600;0;4800;Pix;Não;Sim;5;Não;Não;October;06/10/2025
2539;C0704;59;F;Casado;Brasília;Centro-Oeste;9672;0;Site;Mouse;Informática;2;120;10;216;Cartão;Sim;Não;4;Não;Não;September;03/09/2025
2540;C0734;65;M;Divorciado;Curitiba;Sul;10629;0;Site;Notebook;Informática;3;4500;10;12150;Boleto;Sim;Não;2;Sim;Não;March;09/03/2025
2541;C0114;69;F;Casado;Curitiba;Sul;12090;2;Loja;Webcam;Informática;3;260;5;741;Cartão;Sim;Não;3;Não;Não;January;26/01/2025
2542;C0170;50;F;Casado;São Paulo;Sudeste;2306;8;Site;SSD 1TB;Armazenamento;2;650;5;1235;Cartão;Sim;Não;5;Sim;Não;June;10/06/2025
2543;C0276;52;M;Casado;Belém;Norte;12682;8;Loja;Mouse;Informática;1;120;0;120;Boleto;Não;Não;5;Não;Não;September;14/09/2025
2544;C0225;56;F;Casado;Recife;Nordeste;14298;3;Loja;Mouse;Informática;4;120;0;480;Cartão;Não;Não;5;Não;Não;December;03/12/2025
2545;C0086;50;F;Divorciado;Fortaleza;Nordeste;12212;13;App;SSD 1TB;Armazenamento;2;650;0;1300;Cartão;Não;Sim;4;Não;Não;May;03/05/2025
2546;C0119;70;M;Casado;Fortaleza;Nordeste;3629;5;Site;Impressora;Informática;1;950;10;855;Cartão;Sim;Não;4;Não;Não;August;29/08/2025
2547;C0284;18;F;Casado;Curitiba;Sul;14412;14;Site;Cadeira Gamer;Móveis;2;1800;0;3600;Cartão;Não;Sim;2;Sim;Não;May;22/05/2025
2548;C0616;29;M;Divorciado;Fortaleza;Nordeste;9844;14;App;Teclado;Informática;3;220;10;594;Cartão;Sim;Sim;5;Não;Não;February;06/02/2025
2549;C0370;61;F;Divorciado;Recife;Nordeste;19829;7;Site;Smartphone;Telefonia;4;2800;0;11200;Cartão;Não;Não;5;Não;Não;August;06/08/2025
2550;C0504;58;M;Divorciado;Rio de Janeiro;Sudeste;8815;9;Site;Monitor;Informática;2;1100;0;2200;Pix;Não;Sim;3;Não;Não;July;19/07/2025
2551;C0254;32;F;Divorciado;Belém;Norte;13441;2;Loja;Headset;Informática;1;380;5;361;Boleto;Sim;Não;3;Não;Não;July;22/07/2025
2552;C0338;29;M;Solteiro;Rio de Janeiro;Sudeste;9140;4;Loja;Impressora;Informática;3;950;0;2850;Cartão;Não;Não;3;Não;Não;August;21/08/2025
2553;C0067;46;M;Casado;Brasília;Centro-Oeste;7828;12;Loja;SSD 1TB;Armazenamento;4;650;0;2600;Cartão;Não;Sim;5;Não;Não;May;17/05/2025
2554;C0084;39;F;Casado;Manaus;Norte;19313;8;Site;Headset;Informática;4;380;10;1368;Pix;Sim;Não;5;Não;Não;January;12/01/2025
2555;C0299;60;M;Divorciado;Rio de Janeiro;Sudeste;12379;6;Loja;Smartwatch;Wearables;2;1600;10;2880;Pix;Sim;Sim;4;Não;Não;August;24/08/2025
2556;C0035;58;M;Solteiro;Rio de Janeiro;Sudeste;9424;14;Loja;Smartphone;Telefonia;2;2800;15;4760;Pix;Sim;Sim;5;Não;Não;November;05/11/2025
2557;C0240;40;M;Solteiro;Curitiba;Sul;5779;8;App;Smartphone;Telefonia;1;2800;5;2660;Cartão;Sim;Não;5;Não;Não;July;23/07/2025
2558;C0253;49;F;Divorciado;Fortaleza;Nordeste;3898;3;Loja;SSD 1TB;Armazenamento;3;650;5;1852,5;Pix;Sim;Não;3;Não;Não;February;18/02/2025
2559;C0590;31;M;Divorciado;Curitiba;Sul;2526;7;App;Smartwatch;Wearables;2;1600;0;3200;Boleto;Não;Sim;4;Não;Não;November;07/11/2025
2560;C0461;51;M;Divorciado;Rio de Janeiro;Sudeste;7032;9;App;Cadeira Gamer;Móveis;1;1800;0;1800;Cartão;Não;Sim;4;Não;Não;September;14/09/2025
2561;C0499;25;M;Solteiro;Fortaleza;Nordeste;4168;9;Loja;Headset;Informática;4;380;10;1368;Boleto;Sim;Sim;5;Não;Não;May;31/05/2025
2562;C0399;20;M;Solteiro;Belém;Norte;9987;7;App;Headset;Informática;1;380;0;380;Boleto;Não;Não;5;Não;Não;January;11/01/2025
2563;C0099;51;M;Solteiro;Rio de Janeiro;Sudeste;18569;13;App;Headset;Informática;3;380;10;1026;Cartão;Sim;Sim;5;Não;Não;July;26/07/2025
2564;C0193;64;M;Divorciado;Brasília;Centro-Oeste;19620;12;Loja;Notebook;Informática;3;4500;5;12825;Cartão;Sim;Sim;5;Não;Não;October;02/10/2025
2565;C0747;57;F;Divorciado;Fortaleza;Nordeste;9937;2;App;Notebook;Informática;3;4500;0;13500;Pix;Não;Não;4;Não;Sim;December;23/12/2025
2566;C0159;47;M;Casado;Rio de Janeiro;Sudeste;18718;14;Loja;SSD 1TB;Armazenamento;3;650;0;1950;Pix;Não;Sim;5;Não;Não;August;24/08/2025
2567;C0172;18;F;Casado;Curitiba;Sul;19660;5;Site;Cadeira Gamer;Móveis;1;1800;5;1710;Cartão;Sim;Sim;4;Não;Não;October;04/10/2025
2568;C0446;38;F;Solteiro;Rio de Janeiro;Sudeste;21844;1;Loja;SSD 1TB;Armazenamento;4;650;15;2210;Pix;Sim;Não;3;Não;Não;February;26/02/2025
2569;C0393;40;F;Divorciado;Belém;Norte;6658;5;Loja;Webcam;Informática;4;260;0;1040;Boleto;Não;Sim;5;Não;Não;February;10/02/2025
2570;C0594;48;M;Divorciado;Belém;Norte;14991;0;Site;Smartwatch;Wearables;4;1600;10;5760;Boleto;Sim;Não;3;Não;Não;September;29/09/2025
2571;C0477;54;M;Divorciado;Brasília;Centro-Oeste;20832;10;Site;Teclado;Informática;2;220;5;418;Boleto;Sim;Sim;4;Não;Não;April;05/04/2025
2572;C0563;19;F;Casado;Rio de Janeiro;Sudeste;6864;13;Site;SSD 1TB;Armazenamento;1;650;0;650;Boleto;Não;Não;3;Não;Não;November;27/11/2025
2573;C0646;40;F;Divorciado;Recife;Nordeste;8558;10;App;Monitor;Informática;4;1100;5;4180;Boleto;Sim;Não;3;Não;Não;March;13/03/2025
2574;C0028;66;M;Casado;Manaus;Norte;21574;7;Loja;Headset;Informática;1;380;5;361;Cartão;Sim;Sim;4;Não;Não;April;11/04/2025
2575;C0366;61;F;Solteiro;Curitiba;Sul;20997;10;App;Teclado;Informática;4;220;0;880;Cartão;Não;Sim;3;Não;Não;December;21/12/2025
2576;C0610;59;F;Casado;Recife;Nordeste;11569;11;App;Mouse;Informática;1;120;0;120;Pix;Não;Não;3;Não;Não;September;25/09/2025
2577;C0288;62;M;Divorciado;Manaus;Norte;21936;3;Loja;Headset;Informática;2;380;0;760;Pix;Não;Sim;5;Não;Não;July;08/07/2025
2578;C0219;22;F;Casado;Manaus;Norte;19273;13;Site;Notebook;Informática;3;4500;10;12150;Pix;Sim;Sim;3;Não;Sim;November;12/11/2025
2579;C0452;42;F;Solteiro;Belém;Norte;20541;1;Loja;Headset;Informática;4;380;10;1368;Pix;Sim;Não;3;Não;Não;April;21/04/2025
2580;C0308;65;M;Casado;Recife;Nordeste;5004;0;Loja;Headset;Informática;4;380;10;1368;Boleto;Sim;Não;4;Não;Não;June;13/06/2025
2581;C0106;65;M;Solteiro;Recife;Nordeste;18054;6;Loja;SSD 1TB;Armazenamento;3;650;0;1950;Pix;Não;Sim;5;Não;Não;April;11/04/2025
2582;C0415;37;M;Solteiro;Manaus;Norte;18135;4;Loja;Mouse;Informática;4;120;0;480;Cartão;Não;Sim;2;Sim;Não;January;08/01/2025
2583;C0379;18;F;Divorciado;Recife;Nordeste;13433;11;Site;Webcam;Informática;2;260;5;494;Pix;Sim;Sim;4;Não;Não;December;10/12/2025
2584;C0455;37;M;Divorciado;Belém;Norte;3293;7;App;Teclado;Informática;1;220;0;220;Cartão;Não;Sim;5;Não;Não;June;26/06/2025
2585;C0016;66;M;Divorciado;Belém;Norte;5624;7;Loja;Smartphone;Telefonia;2;2800;20;4480;Pix;Sim;Não;5;Não;Não;December;28/12/2025
2586;C0223;32;F;Casado;São Paulo;Sudeste;6868;1;App;Smartphone;Telefonia;4;2800;10;10080;Pix;Sim;Não;4;Não;Não;December;25/12/2025
2587;C0386;61;F;Divorciado;Curitiba;Sul;14739;15;Site;Smartphone;Telefonia;3;2800;0;8400;Pix;Não;Não;4;Não;Não;September;11/09/2025
2588;C0337;26;F;Solteiro;Brasília;Centro-Oeste;19230;10;Site;Notebook;Informática;1;4500;0;4500;Pix;Não;Sim;5;Não;Não;May;16/05/2025
2589;C0393;50;M;Casado;Fortaleza;Nordeste;3814;2;App;Notebook;Informática;3;4500;0;13500;Boleto;Não;Não;4;Não;Não;March;13/03/2025
2590;C0180;33;F;Solteiro;Rio de Janeiro;Sudeste;2062;10;Site;SSD 1TB;Armazenamento;2;650;0;1300;Pix;Não;Sim;5;Não;Não;November;23/11/2025
2591;C0705;51;F;Divorciado;Belém;Norte;8499;4;Loja;SSD 1TB;Armazenamento;1;650;5;617,5;Cartão;Sim;Não;4;Não;Não;November;21/11/2025
2592;C0778;46;M;Divorciado;Manaus;Norte;11831;11;App;Headset;Informática;4;380;0;1520;Boleto;Não;Sim;3;Não;Não;January;06/01/2025
2593;C0043;36;M;Solteiro;Manaus;Norte;19520;1;Loja;Headset;Informática;1;380;10;342;Cartão;Sim;Não;5;Não;Não;September;01/09/2025
2594;C0777;40;M;Casado;Recife;Nordeste;10462;10;App;Mouse;Informática;2;120;0;240;Pix;Não;Sim;4;Não;Não;February;26/02/2025
2595;C0337;52;F;Divorciado;Manaus;Norte;20413;1;App;Smartphone;Telefonia;2;2800;10;5040;Boleto;Sim;Não;5;Não;Não;August;31/08/2025
2596;C0264;32;M;Divorciado;Belém;Norte;8921;4;Site;Headset;Informática;2;380;5;722;Pix;Sim;Não;5;Não;Não;March;16/03/2025
2597;C0358;63;M;Casado;Rio de Janeiro;Sudeste;18917;9;Site;Smartwatch;Wearables;1;1600;5;1520;Boleto;Sim;Sim;4;Não;Não;July;22/07/2025
2598;C0626;54;F;Solteiro;Fortaleza;Nordeste;18032;2;Site;Notebook;Informática;3;4500;0;13500;Cartão;Não;Não;3;Não;Não;September;04/09/2025
2599;C0375;41;F;Solteiro;Fortaleza;Nordeste;14758;7;Site;Smartwatch;Wearables;4;1600;0;6400;Pix;Não;Não;3;Não;Não;February;27/02/2025
2600;C0549;64;F;Casado;Curitiba;Sul;10652;10;Loja;Monitor;Informática;4;1100;5;4180;Pix;Sim;Sim;4;Não;Não;September;01/09/2025
2601;C0179;42;M;Solteiro;Curitiba;Sul;15003;10;Site;Impressora;Informática;4;950;5;3610;Cartão;Sim;Não;5;Não;Não;September;15/09/2025
2602;C0368;55;M;Divorciado;Curitiba;Sul;12777;9;App;Webcam;Informática;1;260;15;221;Boleto;Sim;Não;2;Sim;Não;November;25/11/2025
2603;C0504;18;F;Casado;Brasília;Centro-Oeste;8246;5;Site;Smartphone;Telefonia;3;2800;15;7140;Boleto;Sim;Sim;5;Não;Não;November;17/11/2025
2604;C0448;42;M;Divorciado;Belém;Norte;12875;4;Site;Monitor;Informática;1;1100;10;990;Boleto;Sim;Sim;5;Não;Não;August;04/08/2025
2605;C0617;64;M;Solteiro;Manaus;Norte;3574;1;Site;Mouse;Informática;1;120;10;108;Boleto;Sim;Não;1;Sim;Não;October;04/10/2025
2606;C0401;32;M;Divorciado;Fortaleza;Nordeste;17676;10;App;Cadeira Gamer;Móveis;4;1800;0;7200;Cartão;Não;Sim;4;Não;Não;July;27/07/2025
2607;C0056;53;F;Casado;Manaus;Norte;11572;4;App;Notebook;Informática;1;4500;5;4275;Pix;Sim;Não;4;Não;Não;September;18/09/2025
2608;C0781;41;M;Casado;Recife;Nordeste;11200;5;Loja;SSD 1TB;Armazenamento;2;650;20;1040;Cartão;Sim;Sim;4;Não;Não;June;06/06/2025
2609;C0245;65;M;Casado;Brasília;Centro-Oeste;6784;7;App;Mouse;Informática;4;120;15;408;Cartão;Sim;Sim;5;Não;Não;October;11/10/2025
2610;C0087;57;F;Solteiro;Recife;Nordeste;6757;5;Loja;Impressora;Informática;2;950;0;1900;Cartão;Não;Não;4;Não;Não;October;30/10/2025
2611;C0376;29;F;Casado;São Paulo;Sudeste;8662;8;Loja;Smartphone;Telefonia;2;2800;0;5600;Boleto;Não;Sim;5;Não;Não;November;26/11/2025
2612;C0073;24;M;Casado;Manaus;Norte;10629;10;Loja;Smartphone;Telefonia;3;2800;5;7980;Cartão;Sim;Sim;5;Não;Não;November;04/11/2025
2613;C0176;25;M;Divorciado;Belém;Norte;14107;3;App;Teclado;Informática;4;220;10;792;Pix;Sim;Não;4;Não;Não;November;03/11/2025
2614;C0674;64;M;Casado;Rio de Janeiro;Sudeste;15468;11;Loja;Cadeira Gamer;Móveis;4;1800;20;5760;Boleto;Sim;Sim;4;Não;Não;November;30/11/2025
2615;C0789;28;F;Casado;São Paulo;Sudeste;20137;8;Loja;Smartwatch;Wearables;1;1600;0;1600;Boleto;Não;Sim;4;Não;Não;March;26/03/2025
2616;C0649;35;M;Divorciado;Belém;Norte;10415;1;Loja;Teclado;Informática;4;220;10;792;Boleto;Sim;Não;5;Não;Não;December;17/12/2025
2617;C0283;23;F;Divorciado;Recife;Nordeste;8571;11;App;Notebook;Informática;2;4500;0;9000;Pix;Não;Sim;5;Não;Não;November;25/11/2025
2618;C0034;20;M;Solteiro;Manaus;Norte;17567;8;Loja;Smartphone;Telefonia;1;2800;0;2800;Cartão;Não;Sim;5;Não;Não;January;24/01/2025
2619;C0399;41;M;Divorciado;Belém;Norte;14668;10;Site;Notebook;Informática;2;4500;10;8100;Pix;Sim;Não;4;Não;Não;January;15/01/2025
2620;C0211;63;F;Casado;Recife;Nordeste;4821;5;App;Smartphone;Telefonia;3;2800;10;7560;Boleto;Sim;Sim;5;Não;Não;May;20/05/2025
2621;C0229;52;F;Solteiro;Fortaleza;Nordeste;18722;8;Loja;Impressora;Informática;4;950;15;3230;Boleto;Sim;Sim;4;Não;Não;October;29/10/2025
2622;C0336;28;M;Solteiro;Belém;Norte;10668;13;Loja;Monitor;Informática;4;1100;5;4180;Boleto;Sim;Não;3;Não;Não;June;22/06/2025
2623;C0065;24;M;Casado;Curitiba;Sul;4012;7;App;Roteador;Redes;2;480;15;816;Cartão;Sim;Sim;1;Sim;Não;May;29/05/2025
2624;C0303;29;F;Divorciado;Recife;Nordeste;6775;1;Loja;Mouse;Informática;1;120;10;108;Cartão;Sim;Não;3;Não;Não;July;09/07/2025
2625;C0720;65;M;Solteiro;Curitiba;Sul;6558;4;Site;Roteador;Redes;3;480;0;1440;Pix;Não;Sim;4;Não;Não;December;10/12/2025
2626;C0404;33;M;Divorciado;São Paulo;Sudeste;18527;5;Loja;SSD 1TB;Armazenamento;4;650;0;2600;Cartão;Não;Não;4;Não;Não;October;17/10/2025
2627;C0074;30;F;Divorciado;São Paulo;Sudeste;4268;0;App;Smartwatch;Wearables;4;1600;10;5760;Cartão;Sim;Não;5;Não;Não;November;13/11/2025
2628;C0080;51;M;Divorciado;Brasília;Centro-Oeste;4533;3;Loja;Smartphone;Telefonia;2;2800;15;4760;Boleto;Sim;Não;4;Não;Não;March;23/03/2025
2629;C0270;46;M;Divorciado;Brasília;Centro-Oeste;6737;11;App;Headset;Informática;1;380;10;342;Pix;Sim;Não;4;Não;Não;September;17/09/2025
2630;C0334;21;M;Divorciado;Brasília;Centro-Oeste;3307;4;App;Mouse;Informática;3;120;15;306;Cartão;Sim;Sim;4;Não;Não;March;18/03/2025
2631;C0639;39;M;Casado;Fortaleza;Nordeste;2836;9;Site;Teclado;Informática;2;220;0;440;Cartão;Não;Sim;5;Não;Não;January;20/01/2025
2632;C0745;58;F;Solteiro;São Paulo;Sudeste;16711;0;Loja;Monitor;Informática;2;1100;10;1980;Pix;Sim;Não;5;Não;Não;January;27/01/2025
2633;C0128;60;M;Casado;Brasília;Centro-Oeste;14228;7;App;Headset;Informática;1;380;0;380;Boleto;Não;Sim;4;Não;Não;March;10/03/2025
2634;C0484;66;M;Solteiro;Manaus;Norte;15791;7;Loja;Mouse;Informática;4;120;15;408;Pix;Sim;Sim;3;Não;Não;June;04/06/2025
2635;C0164;34;M;Casado;Recife;Nordeste;4690;10;Site;Monitor;Informática;3;1100;0;3300;Cartão;Não;Sim;4;Não;Não;October;09/10/2025
2636;C0438;62;F;Divorciado;Manaus;Norte;11580;4;Site;Smartphone;Telefonia;1;2800;0;2800;Cartão;Não;Sim;4;Não;Não;June;25/06/2025
2637;C0326;20;M;Solteiro;Rio de Janeiro;Sudeste;5852;0;Loja;Smartwatch;Wearables;1;1600;10;1440;Cartão;Sim;Não;5;Não;Não;February;04/02/2025
2638;C0358;34;M;Solteiro;São Paulo;Sudeste;15782;14;Loja;SSD 1TB;Armazenamento;1;650;10;585;Pix;Sim;Não;3;Não;Não;April;07/04/2025
2639;C0551;23;F;Divorciado;Brasília;Centro-Oeste;21662;8;App;Notebook;Informática;3;4500;0;13500;Pix;Não;Sim;4;Não;Sim;September;11/09/2025
2640;C0701;54;M;Divorciado;Manaus;Norte;12661;1;App;Notebook;Informática;4;4500;10;16200;Cartão;Sim;Não;2;Sim;Não;August;14/08/2025
2641;C0479;60;M;Solteiro;Curitiba;Sul;10518;11;Loja;Roteador;Redes;1;480;0;480;Pix;Não;Sim;5;Não;Não;June;14/06/2025
2642;C0087;38;M;Divorciado;Recife;Nordeste;2423;11;App;Headset;Informática;3;380;15;969;Cartão;Sim;Sim;4;Não;Não;March;15/03/2025
2643;C0571;67;M;Solteiro;Curitiba;Sul;13527;1;Site;Webcam;Informática;3;260;10;702;Boleto;Sim;Não;5;Não;Não;February;05/02/2025
2644;C0152;25;M;Divorciado;Curitiba;Sul;19773;3;App;Cadeira Gamer;Móveis;3;1800;0;5400;Cartão;Não;Não;4;Não;Não;March;15/03/2025
2645;C0161;44;M;Casado;Fortaleza;Nordeste;1815;13;Site;Teclado;Informática;3;220;10;594;Pix;Sim;Sim;5;Não;Não;March;25/03/2025
2646;C0796;33;M;Solteiro;Rio de Janeiro;Sudeste;14449;5;Loja;Webcam;Informática;1;260;0;260;Pix;Não;Sim;3;Não;Não;September;11/09/2025
2647;C0528;47;M;Divorciado;Belém;Norte;7000;4;App;Smartphone;Telefonia;4;2800;0;11200;Pix;Não;Sim;5;Não;Não;September;19/09/2025
2648;C0589;70;M;Solteiro;Fortaleza;Nordeste;4552;0;Site;Roteador;Redes;1;480;10;432;Pix;Sim;Não;2;Sim;Não;December;19/12/2025
2649;C0221;56;F;Divorciado;Rio de Janeiro;Sudeste;13596;14;App;Monitor;Informática;4;1100;0;4400;Boleto;Não;Sim;5;Não;Não;January;10/01/2025
2650;C0397;54;F;Solteiro;Brasília;Centro-Oeste;11212;13;Loja;Smartphone;Telefonia;2;2800;0;5600;Boleto;Não;Sim;2;Sim;Não;December;19/12/2025
2651;C0176;47;F;Casado;Brasília;Centro-Oeste;7024;1;Site;Smartwatch;Wearables;3;1600;10;4320;Boleto;Sim;Não;5;Não;Não;June;03/06/2025
2652;C0219;43;M;Casado;Fortaleza;Nordeste;19072;3;Loja;Monitor;Informática;4;1100;0;4400;Pix;Não;Não;2;Sim;Não;November;29/11/2025
2653;C0583;53;M;Divorciado;São Paulo;Sudeste;17849;1;App;Monitor;Informática;4;1100;10;3960;Pix;Sim;Não;4;Não;Não;October;04/10/2025
2654;C0496;53;F;Divorciado;Fortaleza;Nordeste;10052;11;Loja;Monitor;Informática;1;1100;0;1100;Boleto;Não;Sim;4;Não;Não;February;18/02/2025
2655;C0102;60;M;Solteiro;São Paulo;Sudeste;16239;0;Site;SSD 1TB;Armazenamento;4;650;10;2340;Boleto;Sim;Não;5;Não;Não;May;30/05/2025
2656;C0047;63;F;Solteiro;Manaus;Norte;2848;5;Loja;Smartphone;Telefonia;3;2800;15;7140;Boleto;Sim;Sim;4;Não;Não;June;06/06/2025
2657;C0094;40;M;Divorciado;Brasília;Centro-Oeste;10960;13;App;Notebook;Informática;3;4500;10;12150;Boleto;Sim;Não;5;Não;Não;July;08/07/2025
2658;C0753;69;F;Casado;Rio de Janeiro;Sudeste;1839;9;App;Monitor;Informática;4;1100;5;4180;Boleto;Sim;Não;5;Não;Não;May;03/05/2025
2659;C0039;32;M;Casado;Recife;Nordeste;14121;6;App;Webcam;Informática;3;260;0;780;Pix;Não;Sim;4;Não;Não;December;24/12/2025
2660;C0482;64;F;Solteiro;São Paulo;Sudeste;13589;10;Loja;Smartwatch;Wearables;3;1600;15;4080;Pix;Sim;Não;4;Não;Não;November;23/11/2025
2661;C0748;45;F;Casado;Manaus;Norte;14804;6;Loja;Smartphone;Telefonia;3;2800;0;8400;Cartão;Não;Sim;5;Não;Não;November;28/11/2025
2662;C0531;20;M;Divorciado;Belém;Norte;17268;9;App;Mouse;Informática;2;120;5;228;Boleto;Sim;Sim;5;Não;Não;January;14/01/2025
2663;C0218;23;M;Casado;Manaus;Norte;15091;14;App;Notebook;Informática;1;4500;0;4500;Boleto;Não;Sim;5;Não;Não;February;16/02/2025
2664;C0680;41;F;Casado;Belém;Norte;9810;10;App;Monitor;Informática;4;1100;20;3520;Cartão;Sim;Sim;3;Não;Não;December;23/12/2025
2665;C0739;58;M;Casado;São Paulo;Sudeste;19011;14;App;Monitor;Informática;2;1100;0;2200;Cartão;Não;Sim;1;Sim;Não;January;29/01/2025
2666;C0738;25;M;Casado;Brasília;Centro-Oeste;21318;6;App;Cadeira Gamer;Móveis;3;1800;0;5400;Pix;Não;Sim;4;Não;Não;August;22/08/2025
2667;C0757;55;F;Divorciado;São Paulo;Sudeste;17249;3;Site;SSD 1TB;Armazenamento;2;650;5;1235;Cartão;Sim;Sim;3;Não;Não;December;06/12/2025
2668;C0370;64;F;Casado;São Paulo;Sudeste;3039;8;App;Monitor;Informática;4;1100;0;4400;Pix;Não;Não;4;Não;Não;May;12/05/2025
2669;C0089;33;F;Solteiro;Fortaleza;Nordeste;3078;6;App;Notebook;Informática;4;4500;0;18000;Pix;Não;Não;4;Não;Não;May;24/05/2025
2670;C0283;37;M;Casado;Manaus;Norte;16178;8;App;Notebook;Informática;1;4500;5;4275;Pix;Sim;Sim;5;Não;Não;October;23/10/2025
2671;C0715;52;F;Casado;Fortaleza;Nordeste;9526;11;App;Monitor;Informática;1;1100;0;1100;Pix;Não;Sim;4;Não;Não;January;11/01/2025
2672;C0612;23;M;Solteiro;Recife;Nordeste;10156;11;App;Headset;Informática;3;380;15;969;Boleto;Sim;Sim;4;Não;Não;October;20/10/2025
2673;C0473;40;F;Solteiro;Recife;Nordeste;3699;8;Loja;Headset;Informática;3;380;0;1140;Cartão;Não;Não;5;Não;Não;August;23/08/2025
2674;C0335;68;F;Casado;Brasília;Centro-Oeste;6721;9;Loja;Impressora;Informática;4;950;0;3800;Cartão;Não;Sim;5;Não;Não;May;26/05/2025
